protein_id,go_term
YHL042W,GO:0005783
YHL042W,GO:0003674
YHL043W,GO:0008150
YHL043W,GO:0071555
YHL043W,GO:0005829
YHL043W,GO:0016020
YHL043W,GO:0003674
YHL044W,GO:0008150
YHL044W,GO:0005886
YHL044W,GO:0003674
YHL046C,GO:0008150
YHL046C,GO:0031505
YHL046C,GO:0005575
YHL046C,GO:0009277
YHL046C,GO:0003674
YHL046C,GO:0005199
YHL047C,GO:0006826
YHL047C,GO:0006879
YHL047C,GO:0009237
YHL047C,GO:0015891
YHL047C,GO:0033214
YHL047C,GO:0044718
YHL047C,GO:0055085
YHL047C,GO:0000324
YHL047C,GO:0005768
YHL047C,GO:0005774
YHL047C,GO:0005886
YHL047C,GO:0010008
YHL047C,GO:0016020
YHL047C,GO:0015343
YHL047C,GO:0022857
YHL048C-A,GO:0008150
YHL048C-A,GO:0005777
YHL048C-A,GO:0003674
YHL048W,GO:0043328
YHL048W,GO:0000324
YHL048W,GO:0005635
YHL048W,GO:0016020
YHL048W,GO:0003674
YHL049C,GO:0008150
YHL049C,GO:0005575
YHL049C,GO:0003674
YHL050C,GO:0008150
YHL050C,GO:0005575
YHL050C,GO:0005737
YHL050C,GO:0016020
YHL050C,GO:0003676
YHL050C,GO:0004386
YHL050C,GO:0005524
YHR001W,GO:0006869
YHR001W,GO:0006887
YHR001W,GO:0006897
YHR001W,GO:0015918
YHR001W,GO:0016125
YHR001W,GO:0030011
YHR001W,GO:0034727
YHR001W,GO:0045324
YHR001W,GO:0005737
YHR001W,GO:0005783
YHR001W,GO:0005789
YHR001W,GO:0005829
YHR001W,GO:0005886
YHR001W,GO:0016020
YHR001W,GO:0032541
YHR001W,GO:0008289
YHR001W,GO:0032934
YHR001W,GO:0120015
YHR001W-A,GO:0006122
YHR001W-A,GO:0009060
YHR001W-A,GO:1902600
YHR001W-A,GO:0005739
YHR001W-A,GO:0005743
YHR001W-A,GO:0045275
YHR001W-A,GO:0008121
YHR002W,GO:0015880
YHR002W,GO:0055085
YHR002W,GO:1990559
YHR002W,GO:0005739
YHR002W,GO:0005743
YHR002W,GO:0015228
YHR003C,GO:0043412
YHR003C,GO:0061504
YHR003C,GO:0005739
YHR003C,GO:0005741
YHR003C,GO:0005524
YHR003C,GO:0008641
YHR003C,GO:0016874
YHR003C,GO:0061503
YHR004C,GO:0006998
YHR004C,GO:0046889
YHR004C,GO:0071071
YHR004C,GO:0071072
YHR004C,GO:0140042
YHR004C,GO:0005634
YHR004C,GO:0005739
YHR004C,GO:0005783
YHR004C,GO:0005789
YHR004C,GO:0005811
YHR004C,GO:0016020
YHR004C,GO:0031965
YHR004C,GO:0071595
YHR004C,GO:0004721
YHR004C,GO:0004722
YHR004C,GO:0016791
YHR004C,GO:0017018
YHR005C,GO:0000742
YHR005C,GO:0000743
YHR005C,GO:0000750
YHR005C,GO:0006109
YHR005C,GO:0007165
YHR005C,GO:0007186
YHR005C,GO:0019236
YHR005C,GO:0005737
YHR005C,GO:0005768
YHR005C,GO:0005829
YHR005C,GO:0005834
YHR005C,GO:0005886
YHR005C,GO:0010008
YHR005C,GO:0001664
YHR005C,GO:0003924
YHR005C,GO:0005525
YHR005C,GO:0031681
YHR005C,GO:0031683
YHR005C,GO:0046872
YHR005C-A,GO:0015031
YHR005C-A,GO:0045039
YHR005C-A,GO:0005739
YHR005C-A,GO:0005743
YHR005C-A,GO:0005758
YHR005C-A,GO:0042719
YHR005C-A,GO:0008270
YHR005C-A,GO:0046872
YHR005C-A,GO:0051082
YHR005C-A,GO:0140318
YHR006W,GO:0006357
YHR006W,GO:0045944
YHR006W,GO:0005634
YHR006W,GO:0005737
YHR006W,GO:0005886
YHR006W,GO:0000978
YHR006W,GO:0000981
YHR006W,GO:0001228
YHR006W,GO:0003677
YHR006W,GO:0008270
YHR006W,GO:0046872
YHR007C,GO:0006696
YHR007C,GO:0016126
YHR007C,GO:0005783
YHR007C,GO:0005789
YHR007C,GO:0016020
YHR007C,GO:0004497
YHR007C,GO:0005506
YHR007C,GO:0008398
YHR007C,GO:0016491
YHR007C,GO:0016705
YHR007C,GO:0020037
YHR007C,GO:0046872
YHR007C-A,GO:0008150
YHR007C-A,GO:0005575
YHR007C-A,GO:0016020
YHR007C-A,GO:0003674
YHR008C,GO:0006801
YHR008C,GO:0019430
YHR008C,GO:0072593
YHR008C,GO:0098869
YHR008C,GO:0005739
YHR008C,GO:0005759
YHR008C,GO:0004784
YHR008C,GO:0016209
YHR008C,GO:0016491
YHR008C,GO:0030145
YHR008C,GO:0046872
YHR009C,GO:0042147
YHR009C,GO:0005737
YHR009C,GO:0005768
YHR009C,GO:0005770
YHR009C,GO:0005829
YHR009C,GO:0003674
YHR009C,GO:0016491
YHR010W,GO:0002181
YHR010W,GO:0006412
YHR010W,GO:0005737
YHR010W,GO:0005840
YHR010W,GO:0022625
YHR010W,GO:1990904
YHR010W,GO:0003735
YHR011W,GO:0006412
YHR011W,GO:0006418
YHR011W,GO:0006434
YHR011W,GO:0070158
YHR011W,GO:0005737
YHR011W,GO:0005739
YHR011W,GO:0005759
YHR011W,GO:0000049
YHR011W,GO:0004812
YHR011W,GO:0004828
YHR011W,GO:0005524
YHR011W,GO:0140101
YHR012W,GO:0006886
YHR012W,GO:0015031
YHR012W,GO:0042147
YHR012W,GO:0005768
YHR012W,GO:0005829
YHR012W,GO:0030904
YHR012W,GO:0030906
YHR012W,GO:0140312
YHR013C,GO:0006474
YHR013C,GO:0061606
YHR013C,GO:0005737
YHR013C,GO:0031415
YHR013C,GO:0004596
YHR013C,GO:0016746
YHR013C,GO:1990189
YHR013C,GO:1990190
YHR014W,GO:0030435
YHR014W,GO:0045876
YHR014W,GO:0051177
YHR014W,GO:0051321
YHR014W,GO:0071459
YHR014W,GO:0000779
YHR014W,GO:0005634
YHR014W,GO:0072687
YHR014W,GO:0003674
YHR015W,GO:0006417
YHR015W,GO:0010609
YHR015W,GO:0016071
YHR015W,GO:0043934
YHR015W,GO:0005628
YHR015W,GO:0005634
YHR015W,GO:0005737
YHR015W,GO:0005829
YHR015W,GO:0010494
YHR015W,GO:1990904
YHR015W,GO:0003723
YHR015W,GO:0003730
YHR015W,GO:0008143
YHR015W,GO:0008266
YHR016C,GO:0006897
YHR016C,GO:0030036
YHR016C,GO:0051017
YHR016C,GO:0051666
YHR016C,GO:0005737
YHR016C,GO:0005829
YHR016C,GO:0005856
YHR016C,GO:0030479
YHR016C,GO:0035091
YHR016C,GO:0051015
YHR017W,GO:0008150
YHR017W,GO:0005739
YHR017W,GO:0005741
YHR017W,GO:0003674
YHR018C,GO:0006526
YHR018C,GO:0042450
YHR018C,GO:0005829
YHR018C,GO:0004056
YHR018C,GO:0016829
YHR019C,GO:0006412
YHR019C,GO:0006418
YHR019C,GO:0006421
YHR019C,GO:0005737
YHR019C,GO:0005829
YHR019C,GO:0003676
YHR019C,GO:0004812
YHR019C,GO:0004816
YHR019C,GO:0005524
YHR019C,GO:1990825
YHR020W,GO:0006412
YHR020W,GO:0006418
YHR020W,GO:0006433
YHR020W,GO:0106074
YHR020W,GO:0005575
YHR020W,GO:0005737
YHR020W,GO:0017101
YHR020W,GO:0002161
YHR020W,GO:0004812
YHR020W,GO:0004827
YHR020W,GO:0005524
YHR020W,GO:0008270
YHR020W,GO:0140101
YHR021C,GO:0000028
YHR021C,GO:0000462
YHR021C,GO:0000479
YHR021C,GO:0006412
YHR021C,GO:0005737
YHR021C,GO:0005840
YHR021C,GO:0022627
YHR021C,GO:0044391
YHR021C,GO:1990904
YHR021C,GO:0003723
YHR021C,GO:0003735
YHR021C,GO:0008270
YHR021C,GO:0046872
YHR021W-A,GO:0008150
YHR021W-A,GO:0071555
YHR021W-A,GO:0005575
YHR021W-A,GO:0016020
YHR021W-A,GO:0003674
YHR022C,GO:0006623
YHR022C,GO:0006897
YHR022C,GO:0007165
YHR022C,GO:0008150
YHR022C,GO:0005575
YHR022C,GO:0005769
YHR022C,GO:0005770
YHR022C,GO:0005886
YHR022C,GO:0012505
YHR022C,GO:0016020
YHR022C,GO:0030139
YHR022C,GO:0003674
YHR022C,GO:0003924
YHR022C,GO:0005524
YHR022C,GO:0005525
YHR022C-A,GO:0008150
YHR022C-A,GO:0005575
YHR022C-A,GO:0003674
YHR023W,GO:0000281
YHR023W,GO:0000920
YHR023W,GO:0031671
YHR023W,GO:1902404
YHR023W,GO:1903475
YHR023W,GO:1904498
YHR023W,GO:0000131
YHR023W,GO:0000142
YHR023W,GO:0005737
YHR023W,GO:0005935
YHR023W,GO:0015629
YHR023W,GO:0016459
YHR023W,GO:0016460
YHR023W,GO:0032982
YHR023W,GO:0110085
YHR023W,GO:0000146
YHR023W,GO:0003774
YHR023W,GO:0003779
YHR023W,GO:0005515
YHR023W,GO:0005524
YHR023W,GO:0032027
YHR023W,GO:0032033
YHR023W,GO:0051015
YHR024C,GO:0006508
YHR024C,GO:0006627
YHR024C,GO:0005739
YHR024C,GO:0005759
YHR024C,GO:0017087
YHR024C,GO:0004222
YHR024C,GO:0046872
YHR025W,GO:0006566
YHR025W,GO:0009088
YHR025W,GO:0009092
YHR025W,GO:0016310
YHR025W,GO:0044281
YHR025W,GO:0005575
YHR025W,GO:0004413
YHR025W,GO:0005524
YHR025W,GO:0016301
YHR026W,GO:0007035
YHR026W,GO:1902600
YHR026W,GO:0000220
YHR026W,GO:0005773
YHR026W,GO:0005774
YHR026W,GO:0016020
YHR026W,GO:0033179
YHR026W,GO:0046961
YHR027C,GO:0006511
YHR027C,GO:0042176
YHR027C,GO:0043161
YHR027C,GO:0000502
YHR027C,GO:0005634
YHR027C,GO:0005737
YHR027C,GO:0005783
YHR027C,GO:0008540
YHR027C,GO:0034515
YHR027C,GO:0004175
YHR027C,GO:0030234
YHR027C,GO:0030674
YHR028C,GO:0006508
YHR028C,GO:0016485
YHR028C,GO:0000329
YHR028C,GO:0005773
YHR028C,GO:0005774
YHR028C,GO:0005886
YHR028C,GO:0016020
YHR028C,GO:0004177
YHR028C,GO:0004252
YHR028C,GO:0008236
YHR028C,GO:0008239
YHR029C,GO:0009058
YHR029C,GO:0030968
YHR029C,GO:0000785
YHR029C,GO:0005737
YHR029C,GO:0003674
YHR029C,GO:0003824
YHR029C,GO:0016853
YHR030C,GO:0000196
YHR030C,GO:0000425
YHR030C,GO:0006468
YHR030C,GO:0007165
YHR030C,GO:0008361
YHR030C,GO:0009272
YHR030C,GO:0010447
YHR030C,GO:0010973
YHR030C,GO:0016310
YHR030C,GO:0030968
YHR030C,GO:0034976
YHR030C,GO:0035556
YHR030C,GO:0036498
YHR030C,GO:0042306
YHR030C,GO:0060237
YHR030C,GO:0060256
YHR030C,GO:0090364
YHR030C,GO:0005634
YHR030C,GO:0005737
YHR030C,GO:0005739
YHR030C,GO:0005829
YHR030C,GO:0005934
YHR030C,GO:0005935
YHR030C,GO:0043332
YHR030C,GO:0004672
YHR030C,GO:0004674
YHR030C,GO:0004707
YHR030C,GO:0005524
YHR030C,GO:0106310
YHR031C,GO:0000002
YHR031C,GO:0000723
YHR031C,GO:0006260
YHR031C,GO:0006281
YHR031C,GO:0032508
YHR031C,GO:0044806
YHR031C,GO:0071932
YHR031C,GO:0097046
YHR031C,GO:0000781
YHR031C,GO:0005634
YHR031C,GO:0005657
YHR031C,GO:0005694
YHR031C,GO:0005739
YHR031C,GO:0043596
YHR031C,GO:0003677
YHR031C,GO:0003678
YHR031C,GO:0003697
YHR031C,GO:0004386
YHR031C,GO:0005524
YHR031C,GO:0016787
YHR031C,GO:0016887
YHR031C,GO:0019237
YHR031C,GO:0043139
YHR031C,GO:0051880
YHR032W,GO:0006556
YHR032W,GO:1990961
YHR032W,GO:0005575
YHR032W,GO:0016020
YHR032W,GO:0003674
YHR032W,GO:0015297
YHR032W,GO:0022857
YHR032W,GO:0042910
YHR033W,GO:0006561
YHR033W,GO:0008150
YHR033W,GO:0008652
YHR033W,GO:0016310
YHR033W,GO:1901605
YHR033W,GO:0005737
YHR033W,GO:0005829
YHR033W,GO:0003674
YHR033W,GO:0003723
YHR033W,GO:0004349
YHR033W,GO:0005524
YHR033W,GO:0016301
YHR034C,GO:0000492
YHR034C,GO:0006364
YHR034C,GO:0006397
YHR034C,GO:0006457
YHR034C,GO:0008361
YHR034C,GO:0008380
YHR034C,GO:0005634
YHR034C,GO:0005737
YHR034C,GO:0097255
YHR034C,GO:1990904
YHR034C,GO:0005515
YHR035W,GO:0006886
YHR035W,GO:0006888
YHR035W,GO:0008150
YHR035W,GO:0090110
YHR035W,GO:0005634
YHR035W,GO:0005737
YHR035W,GO:0005829
YHR035W,GO:0030127
YHR035W,GO:0070971
YHR035W,GO:0005096
YHR035W,GO:0008270
YHR036W,GO:0006998
YHR036W,GO:0015031
YHR036W,GO:0051028
YHR036W,GO:0055088
YHR036W,GO:0005634
YHR036W,GO:0005635
YHR036W,GO:0005783
YHR036W,GO:0016020
YHR036W,GO:0031965
YHR036W,GO:0003674
YHR037W,GO:0006537
YHR037W,GO:0006560
YHR037W,GO:0010133
YHR037W,GO:0005739
YHR037W,GO:0005743
YHR037W,GO:0005759
YHR037W,GO:0003842
YHR037W,GO:0016491
YHR038W,GO:0006412
YHR038W,GO:0006415
YHR038W,GO:0032543
YHR038W,GO:0005739
YHR038W,GO:0003747
YHR038W,GO:0043023
YHR039C,GO:0007131
YHR039C,GO:0005783
YHR039C,GO:0003674
YHR039C,GO:0004029
YHR039C,GO:0016491
YHR039C,GO:0016620
YHR039C-A,GO:0007035
YHR039C-A,GO:1902600
YHR039C-A,GO:0000221
YHR039C-A,GO:0000329
YHR039C-A,GO:0005773
YHR039C-A,GO:0005774
YHR039C-A,GO:0016020
YHR039C-A,GO:0016471
YHR039C-A,GO:0016887
YHR039C-A,GO:0046961
YHR040W,GO:0000463
YHR040W,GO:0000492
YHR040W,GO:0016074
YHR040W,GO:0042254
YHR040W,GO:0048254
YHR040W,GO:0005634
YHR040W,GO:0005737
YHR040W,GO:0070761
YHR040W,GO:0008270
YHR040W,GO:0030515
YHR040W,GO:0046872
YHR041C,GO:0006357
YHR041C,GO:0010688
YHR041C,GO:0031669
YHR041C,GO:0045944
YHR041C,GO:0051123
YHR041C,GO:0070887
YHR041C,GO:0005634
YHR041C,GO:0016592
YHR041C,GO:0032991
YHR041C,GO:0070847
YHR041C,GO:0001094
YHR041C,GO:0003712
YHR041C,GO:0003713
YHR041C,GO:0019904
YHR042W,GO:0006696
YHR042W,GO:0016126
YHR042W,GO:0005737
YHR042W,GO:0005739
YHR042W,GO:0005741
YHR042W,GO:0005783
YHR042W,GO:0005789
YHR042W,GO:0005829
YHR042W,GO:0005886
YHR042W,GO:0003958
YHR042W,GO:0009055
YHR042W,GO:0010181
YHR042W,GO:0016491
YHR042W,GO:0050660
YHR042W,GO:0050661
YHR043C,GO:0005975
YHR043C,GO:0006006
YHR043C,GO:0005634
YHR043C,GO:0005737
YHR043C,GO:0003850
YHR043C,GO:0008801
YHR043C,GO:0016787
YHR043C,GO:0046872
YHR044C,GO:0005975
YHR044C,GO:0006006
YHR044C,GO:0005575
YHR044C,GO:0003850
YHR044C,GO:0008801
YHR044C,GO:0016787
YHR044C,GO:0046872
YHR045W,GO:0008150
YHR045W,GO:0005783
YHR045W,GO:0016020
YHR045W,GO:0003674
YHR046C,GO:0006020
YHR046C,GO:0006021
YHR046C,GO:0007165
YHR046C,GO:0046854
YHR046C,GO:0071545
YHR046C,GO:0005634
YHR046C,GO:0005737
YHR046C,GO:0008934
YHR046C,GO:0016787
YHR046C,GO:0046872
YHR046C,GO:0052832
YHR046C,GO:0052833
YHR046C,GO:0052834
YHR047C,GO:0005977
YHR047C,GO:0006508
YHR047C,GO:0043171
YHR047C,GO:0005615
YHR047C,GO:0005634
YHR047C,GO:0005737
YHR047C,GO:0016020
YHR047C,GO:0004177
YHR047C,GO:0008237
YHR047C,GO:0008270
YHR047C,GO:0042277
YHR047C,GO:0046872
YHR047C,GO:0070006
YHR048W,GO:0055085
YHR048W,GO:1902600
YHR048W,GO:1990961
YHR048W,GO:0005886
YHR048W,GO:0016020
YHR048W,GO:0071944
YHR048W,GO:0003674
YHR048W,GO:0015297
YHR048W,GO:0022857
YHR049W,GO:0006915
YHR049W,GO:0005634
YHR049W,GO:0005737
YHR049W,GO:0004622
YHR049W,GO:0016787
YHR049W,GO:0016788
YHR049W,GO:0052689
YHR050W,GO:0006824
YHR050W,GO:0006828
YHR050W,GO:0006877
YHR050W,GO:0030001
YHR050W,GO:0030026
YHR050W,GO:0034755
YHR050W,GO:0070574
YHR050W,GO:0071421
YHR050W,GO:0005739
YHR050W,GO:0005770
YHR050W,GO:0005773
YHR050W,GO:0005775
YHR050W,GO:0005802
YHR050W,GO:0005886
YHR050W,GO:0016020
YHR050W,GO:0031982
YHR050W,GO:0005384
YHR050W,GO:0015086
YHR050W,GO:0022890
YHR050W,GO:0046872
YHR050W,GO:0046873
YHR050W-A,GO:0008150
YHR050W-A,GO:0005575
YHR050W-A,GO:0003674
YHR051W,GO:0006119
YHR051W,GO:0006123
YHR051W,GO:1902600
YHR051W,GO:0005739
YHR051W,GO:0005743
YHR051W,GO:0045277
YHR051W,GO:0004129
YHR051W,GO:0016491
YHR051W,GO:0046872
YHR052W,GO:0030163
YHR052W,GO:0042254
YHR052W,GO:0000502
YHR052W,GO:0005634
YHR052W,GO:0005730
YHR052W,GO:0030687
YHR052W,GO:1990904
YHR052W,GO:0003723
YHR052W,GO:0030674
YHR052W,GO:0070628
YHR053C,GO:0010273
YHR053C,GO:0019430
YHR053C,GO:0046688
YHR053C,GO:0071585
YHR053C,GO:0005758
YHR053C,GO:0005829
YHR053C,GO:0004784
YHR053C,GO:0005507
YHR053C,GO:0016209
YHR053C,GO:0046870
YHR053C,GO:0046872
YHR054C,GO:0008150
YHR054C,GO:0045944
YHR054C,GO:0005575
YHR054C,GO:0005634
YHR054C,GO:0000978
YHR054C,GO:0000981
YHR054C,GO:0003674
YHR055C,GO:0010273
YHR055C,GO:0019430
YHR055C,GO:0046688
YHR055C,GO:0071585
YHR055C,GO:0005758
YHR055C,GO:0005829
YHR055C,GO:0004784
YHR055C,GO:0005507
YHR055C,GO:0016209
YHR055C,GO:0046870
YHR055C,GO:0046872
YHR056C,GO:0006303
YHR056C,GO:0006325
YHR056C,GO:0006337
YHR056C,GO:0006338
YHR056C,GO:0006355
YHR056C,GO:0006368
YHR056C,GO:0045944
YHR056C,GO:0005634
YHR056C,GO:0016586
YHR056C,GO:0000978
YHR056C,GO:0000981
YHR056C,GO:0003677
YHR056C,GO:0008270
YHR056C,GO:0043565
YHR056C,GO:0046872
YHR057C,GO:0000413
YHR057C,GO:0006457
YHR057C,GO:0008150
YHR057C,GO:0000324
YHR057C,GO:0005576
YHR057C,GO:0005737
YHR057C,GO:0005783
YHR057C,GO:0003755
YHR057C,GO:0016018
YHR058C,GO:0006357
YHR058C,GO:0045944
YHR058C,GO:0051123
YHR058C,GO:0005634
YHR058C,GO:0016592
YHR058C,GO:0070847
YHR058C,GO:0003712
YHR058C,GO:0003713
YHR059W,GO:0032543
YHR059W,GO:0005739
YHR059W,GO:0005763
YHR059W,GO:0005840
YHR059W,GO:1990904
YHR059W,GO:0003735
YHR060W,GO:0007035
YHR060W,GO:0070072
YHR060W,GO:0005634
YHR060W,GO:1990871
YHR060W,GO:0051082
YHR061C,GO:0007096
YHR061C,GO:0008360
YHR061C,GO:0030010
YHR061C,GO:0031106
YHR061C,GO:0032488
YHR061C,GO:0000131
YHR061C,GO:0005634
YHR061C,GO:0005737
YHR061C,GO:0005856
YHR061C,GO:0005934
YHR061C,GO:0005935
YHR061C,GO:0005938
YHR061C,GO:0043332
YHR061C,GO:0031267
YHR062C,GO:0000294
YHR062C,GO:0006364
YHR062C,GO:0008033
YHR062C,GO:0034965
YHR062C,GO:0000172
YHR062C,GO:0005634
YHR062C,GO:0005655
YHR062C,GO:0005829
YHR062C,GO:0000171
YHR062C,GO:0003723
YHR062C,GO:0004526
YHR062C,GO:0016787
YHR063C,GO:0015940
YHR063C,GO:0005737
YHR063C,GO:0005739
YHR063C,GO:0008677
YHR063C,GO:0016491
YHR063C,GO:0050661
YHR064C,GO:0002181
YHR064C,GO:0006364
YHR064C,GO:0006450
YHR064C,GO:0006452
YHR064C,GO:0042026
YHR064C,GO:0051083
YHR064C,GO:0051085
YHR064C,GO:0005737
YHR064C,GO:0005524
YHR064C,GO:0016887
YHR064C,GO:0031072
YHR064C,GO:0044183
YHR064C,GO:0051082
YHR064C,GO:0140662
YHR065C,GO:0000462
YHR065C,GO:0006364
YHR065C,GO:0042254
YHR065C,GO:0005634
YHR065C,GO:0005730
YHR065C,GO:0003676
YHR065C,GO:0003723
YHR065C,GO:0003724
YHR065C,GO:0004386
YHR065C,GO:0005524
YHR065C,GO:0008186
YHR065C,GO:0016787
YHR065C,GO:0016887
YHR066W,GO:0000027
YHR066W,GO:0000463
YHR066W,GO:0006364
YHR066W,GO:0008361
YHR066W,GO:0042254
YHR066W,GO:0005634
YHR066W,GO:0005730
YHR066W,GO:0030687
YHR066W,GO:0019843
YHR067W,GO:0006631
YHR067W,GO:0006633
YHR067W,GO:0005739
YHR067W,GO:0016491
YHR067W,GO:0016829
YHR067W,GO:0019171
YHR068W,GO:0008216
YHR068W,GO:0008612
YHR068W,GO:0005737
YHR068W,GO:0016740
YHR068W,GO:0034038
YHR069C,GO:0000467
YHR069C,GO:0000956
YHR069C,GO:0006364
YHR069C,GO:0034475
YHR069C,GO:0071028
YHR069C,GO:0071034
YHR069C,GO:0071035
YHR069C,GO:0071038
YHR069C,GO:0071051
YHR069C,GO:0000176
YHR069C,GO:0000177
YHR069C,GO:0000178
YHR069C,GO:0005634
YHR069C,GO:0005730
YHR069C,GO:0005737
YHR069C,GO:0003674
YHR069C,GO:0003723
YHR070W,GO:0002939
YHR070W,GO:0008033
YHR070W,GO:0030488
YHR070W,GO:0032259
YHR070W,GO:0070901
YHR070W,GO:0005634
YHR070W,GO:0005737
YHR070W,GO:0005739
YHR070W,GO:0005759
YHR070W,GO:0008168
YHR070W,GO:0008175
YHR070W,GO:0052906
YHR071W,GO:0000079
YHR071W,GO:0016242
YHR071W,GO:0031647
YHR071W,GO:0051301
YHR071W,GO:0000307
YHR071W,GO:0005634
YHR071W,GO:0016538
YHR071W,GO:0019901
YHR072W,GO:0006696
YHR072W,GO:0008610
YHR072W,GO:0016104
YHR072W,GO:0016126
YHR072W,GO:0005783
YHR072W,GO:0005789
YHR072W,GO:0005811
YHR072W,GO:0016020
YHR072W,GO:0000250
YHR072W,GO:0016853
YHR072W,GO:0016866
YHR072W-A,GO:0001522
YHR072W-A,GO:0006364
YHR072W-A,GO:0031118
YHR072W-A,GO:0031120
YHR072W-A,GO:0042254
YHR072W-A,GO:0005634
YHR072W-A,GO:0005730
YHR072W-A,GO:0031429
YHR072W-A,GO:1990904
YHR072W-A,GO:0003723
YHR072W-A,GO:0030515
YHR072W-A,GO:0070034
YHR073W,GO:0000742
YHR073W,GO:0001403
YHR073W,GO:0006869
YHR073W,GO:0006887
YHR073W,GO:0006897
YHR073W,GO:0007124
YHR073W,GO:0015918
YHR073W,GO:0030011
YHR073W,GO:0034727
YHR073W,GO:0035621
YHR073W,GO:0061709
YHR073W,GO:0005737
YHR073W,GO:0005783
YHR073W,GO:0005789
YHR073W,GO:0005829
YHR073W,GO:0005886
YHR073W,GO:0016020
YHR073W,GO:0032541
YHR073W,GO:0097038
YHR073W,GO:0008289
YHR073W,GO:0032934
YHR073W,GO:0120015
YHR074W,GO:0009435
YHR074W,GO:0005634
YHR074W,GO:0005737
YHR074W,GO:0003952
YHR074W,GO:0004359
YHR074W,GO:0005524
YHR074W,GO:0016874
YHR075C,GO:0006482
YHR075C,GO:1990577
YHR075C,GO:0005763
YHR075C,GO:0051722
YHR075C,GO:0051723
YHR075C,GO:0052689
YHR076W,GO:0006470
YHR076W,GO:0005635
YHR076W,GO:0005739
YHR076W,GO:0004721
YHR076W,GO:0004722
YHR076W,GO:0017018
YHR076W,GO:0046872
YHR077C,GO:0000184
YHR077C,GO:0006310
YHR077C,GO:0070478
YHR077C,GO:0005737
YHR077C,GO:0035145
YHR077C,GO:0003674
YHR077C,GO:0003723
YHR078W,GO:0008150
YHR078W,GO:0005575
YHR078W,GO:0016020
YHR078W,GO:0003674
YHR079C,GO:0006020
YHR079C,GO:0006338
YHR079C,GO:0006397
YHR079C,GO:0006468
YHR079C,GO:0006986
YHR079C,GO:0016310
YHR079C,GO:0030968
YHR079C,GO:0031505
YHR079C,GO:0034067
YHR079C,GO:0034976
YHR079C,GO:0036498
YHR079C,GO:0070059
YHR079C,GO:0005634
YHR079C,GO:0005783
YHR079C,GO:0005789
YHR079C,GO:0016020
YHR079C,GO:1990604
YHR079C,GO:0004521
YHR079C,GO:0004672
YHR079C,GO:0004674
YHR079C,GO:0005524
YHR079C,GO:0016787
YHR079C,GO:0044024
YHR079C,GO:0046872
YHR079C,GO:0051082
YHR079C,GO:0106310
YHR079C-A,GO:0000707
YHR079C-A,GO:0000709
YHR079C-A,GO:0000724
YHR079C-A,GO:0006281
YHR079C-A,GO:0007131
YHR079C-A,GO:0010772
YHR079C-A,GO:0051321
YHR079C-A,GO:0000794
YHR079C-A,GO:0005634
YHR079C-A,GO:0032798
YHR079C-A,GO:0034974
YHR079C-A,GO:0003674
YHR080C,GO:0015918
YHR080C,GO:0032366
YHR080C,GO:0005739
YHR080C,GO:0005783
YHR080C,GO:0005789
YHR080C,GO:0005886
YHR080C,GO:0016020
YHR080C,GO:0032541
YHR080C,GO:0043226
YHR080C,GO:0140268
YHR080C,GO:0032934
YHR080C,GO:0120015
YHR081W,GO:0000460
YHR081W,GO:0000467
YHR081W,GO:0000973
YHR081W,GO:0006364
YHR081W,GO:0010468
YHR081W,GO:0034475
YHR081W,GO:0034476
YHR081W,GO:0071028
YHR081W,GO:0071035
YHR081W,GO:0071039
YHR081W,GO:0071051
YHR081W,GO:0000178
YHR081W,GO:0005634
YHR081W,GO:0005730
YHR081W,GO:0003677
YHR081W,GO:0003690
YHR081W,GO:0003723
YHR081W,GO:0003725
YHR081W,GO:0030234
YHR081W,GO:0044877
YHR082C,GO:0006338
YHR082C,GO:0006468
YHR082C,GO:0008104
YHR082C,GO:0010506
YHR082C,GO:0010570
YHR082C,GO:0016242
YHR082C,GO:0016310
YHR082C,GO:0031929
YHR082C,GO:0043555
YHR082C,GO:2000220
YHR082C,GO:0005634
YHR082C,GO:0005737
YHR082C,GO:0010494
YHR082C,GO:0003729
YHR082C,GO:0004672
YHR082C,GO:0004674
YHR082C,GO:0005524
YHR082C,GO:0044024
YHR082C,GO:0106310
YHR083W,GO:0015031
YHR083W,GO:0045040
YHR083W,GO:0070096
YHR083W,GO:0001401
YHR083W,GO:0005739
YHR083W,GO:0005741
YHR083W,GO:0003674
YHR084W,GO:0000122
YHR084W,GO:0000747
YHR084W,GO:0001403
YHR084W,GO:0006355
YHR084W,GO:0007124
YHR084W,GO:0019236
YHR084W,GO:0019953
YHR084W,GO:0045944
YHR084W,GO:0071444
YHR084W,GO:2000220
YHR084W,GO:0005634
YHR084W,GO:0005654
YHR084W,GO:1990526
YHR084W,GO:1990527
YHR084W,GO:0003677
YHR084W,GO:0003700
YHR085W,GO:0000027
YHR085W,GO:0000463
YHR085W,GO:0006267
YHR085W,GO:0006364
YHR085W,GO:0030174
YHR085W,GO:0042254
YHR085W,GO:0005634
YHR085W,GO:0005654
YHR085W,GO:0005829
YHR085W,GO:0120330
YHR085W,GO:0003682
YHR086W,GO:0000398
YHR086W,GO:0006376
YHR086W,GO:0006397
YHR086W,GO:0008380
YHR086W,GO:0048026
YHR086W,GO:0000243
YHR086W,GO:0005634
