protein_id,go_term
YER174C,GO:0015036
YER174C,GO:0046872
YER174C,GO:0051537
YER174C,GO:0061629
YER175C,GO:0032259
YER175C,GO:0034198
YER175C,GO:0005737
YER175C,GO:0005829
YER175C,GO:0008168
YER175C,GO:0046547
YER175W-A,GO:0008150
YER175W-A,GO:0005575
YER175W-A,GO:0003674
YER176W,GO:0000184
YER176W,GO:0006449
YER176W,GO:0032508
YER176W,GO:0005737
YER176W,GO:0010494
YER176W,GO:0003677
YER176W,GO:0003678
YER176W,GO:0003723
YER176W,GO:0003724
YER176W,GO:0003729
YER176W,GO:0004386
YER176W,GO:0005524
YER176W,GO:0016787
YER176W,GO:0016887
YER177W,GO:0000077
YER177W,GO:0000122
YER177W,GO:0000278
YER177W,GO:0001402
YER177W,GO:0006031
YER177W,GO:0007124
YER177W,GO:0007165
YER177W,GO:0007265
YER177W,GO:0008104
YER177W,GO:0030437
YER177W,GO:0031397
YER177W,GO:0031578
YER177W,GO:0043066
YER177W,GO:0070842
YER177W,GO:0070873
YER177W,GO:0005634
YER177W,GO:0005737
YER177W,GO:0005886
YER177W,GO:0010494
YER177W,GO:0003688
YER177W,GO:0050815
YER177W,GO:0061629
YER178W,GO:0006086
YER178W,GO:0007124
YER178W,GO:0005739
YER178W,GO:0005759
YER178W,GO:0042645
YER178W,GO:0043231
YER178W,GO:0045254
YER178W,GO:0004739
YER178W,GO:0016491
YER178W,GO:0046872
YER179W,GO:0000709
YER179W,GO:0000730
YER179W,GO:0006281
YER179W,GO:0006312
YER179W,GO:0007130
YER179W,GO:0007131
YER179W,GO:0030435
YER179W,GO:0042148
YER179W,GO:0051321
YER179W,GO:0070192
YER179W,GO:0000794
YER179W,GO:0005634
YER179W,GO:0000150
YER179W,GO:0003677
YER179W,GO:0003690
YER179W,GO:0003697
YER179W,GO:0005524
YER179W,GO:0008094
YER179W,GO:0016887
YER179W,GO:0042030
YER179W,GO:0140664
YER180C,GO:0030435
YER180C,GO:0030437
YER180C,GO:0051321
YER180C,GO:0005575
YER180C,GO:0004860
YER180C,GO:0051019
YER180C-A,GO:0006886
YER180C-A,GO:0005575
YER180C-A,GO:0003674
YER182W,GO:0008150
YER182W,GO:0005739
YER182W,GO:0016020
YER182W,GO:0031966
YER182W,GO:0003674
YER183C,GO:0009396
YER183C,GO:0035999
YER183C,GO:0005737
YER183C,GO:0005739
YER183C,GO:0005524
YER183C,GO:0016874
YER183C,GO:0030272
YER184C,GO:0006351
YER184C,GO:0006355
YER184C,GO:0045944
YER184C,GO:0005634
YER184C,GO:0000981
YER184C,GO:0003677
YER184C,GO:0008270
YER184C,GO:0043565
YER184C,GO:0046872
YER185W,GO:0035351
YER185W,GO:0005886
YER185W,GO:0016020
YER185W,GO:0003674
YER186C,GO:0008150
YER186C,GO:0005575
YER186C,GO:0003674
YER187W,GO:0008150
YER187W,GO:0005575
YER187W,GO:0003674
YER188C-A,GO:0008150
YER188C-A,GO:0005575
YER188C-A,GO:0003674
YER189W,GO:0008150
YER189W,GO:0005575
YER189W,GO:0003674
YER190C-B,GO:0008150
YER190C-B,GO:0005575
YER190C-B,GO:0016020
YER190C-B,GO:0003674
YER190W,GO:0000722
YER190W,GO:0032508
YER190W,GO:0005634
YER190W,GO:0005737
YER190W,GO:0003676
YER190W,GO:0003678
YER190W,GO:0004386
YER190W,GO:0005524
YER190W,GO:0016787
YER190W,GO:0016887
YFL001W,GO:0001522
YFL001W,GO:0008033
YFL001W,GO:0031119
YFL001W,GO:1990481
YFL001W,GO:0005634
YFL001W,GO:0005737
YFL001W,GO:0003723
YFL001W,GO:0009982
YFL001W,GO:0016853
YFL001W,GO:0160154
YFL002C,GO:0000027
YFL002C,GO:0000470
YFL002C,GO:0006364
YFL002C,GO:0006396
YFL002C,GO:0042254
YFL002C,GO:1902626
YFL002C,GO:0005634
YFL002C,GO:0005654
YFL002C,GO:0005730
YFL002C,GO:0030686
YFL002C,GO:0030687
YFL002C,GO:0003676
YFL002C,GO:0003723
YFL002C,GO:0003724
YFL002C,GO:0004386
YFL002C,GO:0005524
YFL002C,GO:0016787
YFL002C,GO:0016887
YFL003C,GO:0006259
YFL003C,GO:0007131
YFL003C,GO:0051321
YFL003C,GO:0000228
YFL003C,GO:0005634
YFL003C,GO:0062128
YFL003C,GO:0000400
YFL003C,GO:0000403
YFL003C,GO:0003677
YFL003C,GO:0003690
YFL003C,GO:0005524
YFL003C,GO:0030983
YFL003C,GO:0062037
YFL003C,GO:0140664
YFL004W,GO:0006797
YFL004W,GO:0006799
YFL004W,GO:0007034
YFL004W,GO:0008104
YFL004W,GO:0016237
YFL004W,GO:0042144
YFL004W,GO:0000329
YFL004W,GO:0000421
YFL004W,GO:0005737
YFL004W,GO:0005773
YFL004W,GO:0005774
YFL004W,GO:0005783
YFL004W,GO:0005789
YFL004W,GO:0005938
YFL004W,GO:0016020
YFL004W,GO:0031410
YFL004W,GO:0033254
YFL004W,GO:0005516
YFL005W,GO:0006887
YFL005W,GO:0006893
YFL005W,GO:0006906
YFL005W,GO:0006914
YFL005W,GO:0007107
YFL005W,GO:0015031
YFL005W,GO:0031321
YFL005W,GO:0000131
YFL005W,GO:0005737
YFL005W,GO:0005739
YFL005W,GO:0005741
YFL005W,GO:0005768
YFL005W,GO:0005783
YFL005W,GO:0005886
YFL005W,GO:0005935
YFL005W,GO:0030133
YFL005W,GO:0030658
YFL005W,GO:0031410
YFL005W,GO:0031982
YFL005W,GO:0043332
YFL005W,GO:0003924
YFL005W,GO:0005525
YFL007W,GO:0006281
YFL007W,GO:0010499
YFL007W,GO:0043248
YFL007W,GO:0061136
YFL007W,GO:1902906
YFL007W,GO:1990236
YFL007W,GO:0005634
YFL007W,GO:0005737
YFL007W,GO:0005829
YFL007W,GO:0034515
YFL007W,GO:0016504
YFL007W,GO:0070577
YFL007W,GO:0070628
YFL008W,GO:0000070
YFL008W,GO:0006302
YFL008W,GO:0007059
YFL008W,GO:0007062
YFL008W,GO:0007064
YFL008W,GO:0051301
YFL008W,GO:0005634
YFL008W,GO:0005694
YFL008W,GO:0008278
YFL008W,GO:0030892
YFL008W,GO:0000217
YFL008W,GO:0003677
YFL008W,GO:0003680
YFL008W,GO:0003690
YFL008W,GO:0005524
YFL008W,GO:0016887
YFL009W,GO:0000082
YFL009W,GO:0000086
YFL009W,GO:0000472
YFL009W,GO:0000480
YFL009W,GO:0006511
YFL009W,GO:0016567
YFL009W,GO:0030435
YFL009W,GO:0031146
YFL009W,GO:0051301
YFL009W,GO:0051321
YFL009W,GO:0005634
YFL009W,GO:0005730
YFL009W,GO:0016363
YFL009W,GO:0019005
YFL009W,GO:0030686
YFL009W,GO:0043224
YFL009W,GO:0004842
YFL009W,GO:0034511
YFL009W,GO:0043130
YFL009W,GO:0050815
YFL009W,GO:0061630
YFL010C,GO:0006915
YFL010C,GO:0008150
YFL010C,GO:0005634
YFL010C,GO:0005737
YFL010C,GO:0005739
YFL010C,GO:0003674
YFL010W-A,GO:0006865
YFL010W-A,GO:0005575
YFL010W-A,GO:0003674
YFL011W,GO:0008643
YFL011W,GO:0008645
YFL011W,GO:0015755
YFL011W,GO:0015757
YFL011W,GO:0015761
YFL011W,GO:0055085
YFL011W,GO:1902600
YFL011W,GO:1904659
YFL011W,GO:0000324
YFL011W,GO:0005739
YFL011W,GO:0005886
YFL011W,GO:0016020
YFL011W,GO:0071944
YFL011W,GO:0005351
YFL011W,GO:0005353
YFL011W,GO:0005354
YFL011W,GO:0015578
YFL011W,GO:0022857
YFL011W,GO:0055056
YFL012W,GO:0008150
YFL012W,GO:0005575
YFL012W,GO:0003674
YFL013C,GO:0006338
YFL013C,GO:0005634
YFL013C,GO:0005829
YFL013C,GO:0031011
YFL013C,GO:0003674
YFL014W,GO:0006457
YFL014W,GO:0007009
YFL014W,GO:0007155
YFL014W,GO:0034599
YFL014W,GO:0034605
YFL014W,GO:0071470
YFL014W,GO:0005634
YFL014W,GO:0005737
YFL014W,GO:0005768
YFL014W,GO:0005829
YFL014W,GO:0005886
YFL014W,GO:0008289
YFL016C,GO:0000002
YFL016C,GO:0006457
YFL016C,GO:0006458
YFL016C,GO:0006515
YFL016C,GO:0009408
YFL016C,GO:0042026
YFL016C,GO:0051085
YFL016C,GO:0005737
YFL016C,GO:0005739
YFL016C,GO:0005759
YFL016C,GO:0001671
YFL016C,GO:0005524
YFL016C,GO:0008270
YFL016C,GO:0031072
YFL016C,GO:0046872
YFL016C,GO:0051082
YFL017C,GO:0006048
YFL017C,GO:0005634
YFL017C,GO:0005737
YFL017C,GO:0004343
YFL017C,GO:0016746
YFL017C,GO:0016747
YFL017W-A,GO:0000387
YFL017W-A,GO:0000398
YFL017W-A,GO:0006397
YFL017W-A,GO:0008150
YFL017W-A,GO:0008380
YFL017W-A,GO:0005634
YFL017W-A,GO:0005681
YFL017W-A,GO:0005682
YFL017W-A,GO:0005685
YFL017W-A,GO:0005686
YFL017W-A,GO:0005687
YFL017W-A,GO:0005737
YFL017W-A,GO:0032991
YFL017W-A,GO:0034719
YFL017W-A,GO:0046540
YFL017W-A,GO:0071004
YFL017W-A,GO:0071011
YFL017W-A,GO:0071013
YFL017W-A,GO:0097526
YFL017W-A,GO:0003674
YFL017W-A,GO:0003723
YFL018C,GO:0006090
YFL018C,GO:0006103
YFL018C,GO:0006546
YFL018C,GO:0006550
YFL018C,GO:0006552
YFL018C,GO:0006564
YFL018C,GO:0006574
YFL018C,GO:0042743
YFL018C,GO:0045333
YFL018C,GO:0005739
YFL018C,GO:0005759
YFL018C,GO:0005960
YFL018C,GO:0042645
YFL018C,GO:0045252
YFL018C,GO:0045254
YFL018C,GO:0004148
YFL018C,GO:0004375
YFL018C,GO:0004591
YFL018C,GO:0004738
YFL018C,GO:0016491
YFL018C,GO:0050660
YFL020C,GO:0008150
YFL020C,GO:0031505
YFL020C,GO:0000324
YFL020C,GO:0005737
YFL020C,GO:0009277
YFL020C,GO:0016020
YFL020C,GO:0003674
YFL020C,GO:0005199
YFL021W,GO:0000122
YFL021W,GO:0001080
YFL021W,GO:0006357
YFL021W,GO:0045944
YFL021W,GO:0090294
YFL021W,GO:0005634
YFL021W,GO:0005737
YFL021W,GO:0000978
YFL021W,GO:0000981
YFL021W,GO:0001228
YFL021W,GO:0003677
YFL021W,GO:0003700
YFL021W,GO:0008270
YFL021W,GO:0043565
YFL021W,GO:0046872
YFL022C,GO:0006412
YFL022C,GO:0006418
YFL022C,GO:0006432
YFL022C,GO:0106074
YFL022C,GO:0005737
YFL022C,GO:0009328
YFL022C,GO:0000049
YFL022C,GO:0002161
YFL022C,GO:0004812
YFL022C,GO:0004826
YFL022C,GO:0005524
YFL022C,GO:0046872
YFL022C,GO:0140101
YFL023W,GO:0001731
YFL023W,GO:0006364
YFL023W,GO:0006457
YFL023W,GO:0042791
YFL023W,GO:0042797
YFL023W,GO:1990113
YFL023W,GO:1990114
YFL023W,GO:1990115
YFL023W,GO:2001209
YFL023W,GO:0005737
YFL023W,GO:0016272
YFL023W,GO:0003729
YFL023W,GO:0051082
YFL024C,GO:0006281
YFL024C,GO:0006338
YFL024C,GO:0006357
YFL024C,GO:0016239
YFL024C,GO:0005634
YFL024C,GO:0032777
YFL024C,GO:0035267
YFL024C,GO:0004402
YFL025C,GO:0006505
YFL025C,GO:0006506
YFL025C,GO:0006621
YFL025C,GO:0006888
YFL025C,GO:0015031
YFL025C,GO:0016050
YFL025C,GO:0034368
YFL025C,GO:0036503
YFL025C,GO:0005783
YFL025C,GO:0005789
YFL025C,GO:0016020
YFL025C,GO:0016787
YFL025C,GO:0016788
YFL025C,GO:0050185
YFL026W,GO:0000750
YFL026W,GO:0000755
YFL026W,GO:0007186
YFL026W,GO:0019236
YFL026W,GO:0005886
YFL026W,GO:0016020
YFL026W,GO:0038038
YFL026W,GO:0004930
YFL026W,GO:0004932
YFL026W,GO:0004934
YFL027C,GO:0006888
YFL027C,GO:0016192
YFL027C,GO:0043547
YFL027C,GO:0005737
YFL027C,GO:0005777
YFL027C,GO:0005789
YFL027C,GO:0005096
YFL028C,GO:0006357
YFL028C,GO:0005634
YFL028C,GO:0005737
YFL028C,GO:0030014
YFL028C,GO:0005524
YFL028C,GO:0016887
YFL029C,GO:0000086
YFL029C,GO:0006468
YFL029C,GO:0016310
YFL029C,GO:0051321
YFL029C,GO:0051726
YFL029C,GO:0060633
YFL029C,GO:0005634
YFL029C,GO:0005737
YFL029C,GO:0004672
YFL029C,GO:0004674
YFL029C,GO:0004693
YFL029C,GO:0005524
YFL029C,GO:0019912
YFL029C,GO:0106310
YFL030W,GO:0006545
YFL030W,GO:0019265
YFL030W,GO:0005739
YFL030W,GO:0005777
YFL030W,GO:0005829
YFL030W,GO:0004760
YFL030W,GO:0008453
YFL030W,GO:0008483
YFL031W,GO:0000122
YFL031W,GO:0006986
YFL031W,GO:0030968
YFL031W,GO:0034976
YFL031W,GO:0045944
YFL031W,GO:0051321
YFL031W,GO:0005634
YFL031W,GO:0000981
YFL031W,GO:0003677
YFL033C,GO:0000160
YFL033C,GO:0006338
YFL033C,GO:0006468
YFL033C,GO:0006995
YFL033C,GO:0010508
YFL033C,GO:0016310
YFL033C,GO:0034599
YFL033C,GO:0034605
YFL033C,GO:0035556
YFL033C,GO:0045944
YFL033C,GO:0051321
YFL033C,GO:0070301
YFL033C,GO:1901992
YFL033C,GO:1903452
YFL033C,GO:0005634
YFL033C,GO:0005737
YFL033C,GO:0004672
YFL033C,GO:0004674
YFL033C,GO:0005524
YFL033C,GO:0044024
YFL033C,GO:0106310
YFL034C-A,GO:0002181
YFL034C-A,GO:0006412
YFL034C-A,GO:0005737
YFL034C-A,GO:0005840
YFL034C-A,GO:0022625
YFL034C-A,GO:1990904
YFL034C-A,GO:0003723
YFL034C-A,GO:0003735
YFL034C-B,GO:0000920
YFL034C-B,GO:0001934
YFL034C-B,GO:0007118
YFL034C-B,GO:0007163
YFL034C-B,GO:0007165
YFL034C-B,GO:0051301
YFL034C-B,GO:0005634
YFL034C-B,GO:0005737
YFL034C-B,GO:0005933
YFL034C-B,GO:0005934
YFL034C-B,GO:0005935
YFL034C-B,GO:0043332
YFL034C-B,GO:0030295
YFL034W,GO:0035652
YFL034W,GO:0000139
YFL034W,GO:0005768
YFL034W,GO:0005794
YFL034W,GO:0016020
YFL034W,GO:0030665
YFL034W,GO:0031901
YFL034W,GO:0016787
YFL034W,GO:0035650
YFL036W,GO:0000002
YFL036W,GO:0006269
YFL036W,GO:0006351
YFL036W,GO:0006390
YFL036W,GO:0000428
YFL036W,GO:0005737
YFL036W,GO:0005739
YFL036W,GO:0005759
YFL036W,GO:0034245
YFL036W,GO:0042645
YFL036W,GO:0043231
YFL036W,GO:0001018
YFL036W,GO:0003677
YFL036W,GO:0003896
YFL036W,GO:0003899
YFL036W,GO:0016779
YFL036W,GO:0034062
YFL037W,GO:0000022
YFL037W,GO:0000226
YFL037W,GO:0000278
YFL037W,GO:0007010
YFL037W,GO:0007017
YFL037W,GO:0031122
YFL037W,GO:0046677
YFL037W,GO:0090307
YFL037W,GO:0005737
YFL037W,GO:0005856
YFL037W,GO:0005874
YFL037W,GO:0045298
YFL037W,GO:0003924
YFL037W,GO:0005200
YFL037W,GO:0005525
YFL037W,GO:0046872
YFL038C,GO:0000045
YFL038C,GO:0006886
YFL038C,GO:0006888
YFL038C,GO:0006890
YFL038C,GO:0006914
YFL038C,GO:0015031
YFL038C,GO:0016192
YFL038C,GO:0016236
YFL038C,GO:0032258
YFL038C,GO:0032456
YFL038C,GO:0034497
YFL038C,GO:0034498
YFL038C,GO:0035493
YFL038C,GO:0035494
YFL038C,GO:0048194
YFL038C,GO:0048211
YFL038C,GO:0061709
YFL038C,GO:0090114
YFL038C,GO:1900101
YFL038C,GO:1990261
YFL038C,GO:0000139
YFL038C,GO:0000407
YFL038C,GO:0005737
YFL038C,GO:0005739
YFL038C,GO:0005783
YFL038C,GO:0005789
YFL038C,GO:0005794
YFL038C,GO:0005795
YFL038C,GO:0005801
YFL038C,GO:0005829
YFL038C,GO:0012505
YFL038C,GO:0016020
YFL038C,GO:0031410
YFL038C,GO:0034045
YFL038C,GO:0000149
YFL038C,GO:0003924
YFL038C,GO:0005525
YFL039C,GO:0000011
YFL039C,GO:0006281
YFL039C,GO:0006897
YFL039C,GO:0009306
YFL039C,GO:0030010
YFL039C,GO:0030476
YFL039C,GO:1902404
YFL039C,GO:0000142
YFL039C,GO:0000812
YFL039C,GO:0005737
YFL039C,GO:0005856
YFL039C,GO:0005884
YFL039C,GO:0015629
YFL039C,GO:0030479
YFL039C,GO:0031011
YFL039C,GO:0032432
YFL039C,GO:0035267
YFL039C,GO:0043232
YFL039C,GO:0005200
YFL039C,GO:0005524
YFL039C,GO:0016787
YFL039C,GO:0016887
YFL040W,GO:0055085
YFL040W,GO:1904679
YFL040W,GO:0000324
YFL040W,GO:0005628
YFL040W,GO:0016020
YFL040W,GO:0005366
YFL040W,GO:0022857
YFL041W,GO:0006811
YFL041W,GO:0006826
YFL041W,GO:0010106
YFL041W,GO:0033215
YFL041W,GO:0000329
YFL041W,GO:0005783
YFL041W,GO:0005886
YFL041W,GO:0045121
YFL041W,GO:0004322
YFL041W,GO:0005507
YFL041W,GO:0016491
YFL041W,GO:0046872
YFL041W-A,GO:0008150
YFL041W-A,GO:0005575
YFL041W-A,GO:0003674
YFL042C,GO:0032366
YFL042C,GO:0005739
YFL042C,GO:0005783
YFL042C,GO:0005789
YFL042C,GO:0005886
YFL042C,GO:0016020
YFL042C,GO:0032541
YFL042C,GO:0043226
YFL042C,GO:0044233
YFL042C,GO:0071561
YFL042C,GO:0140268
YFL042C,GO:0032934
YFL042C,GO:0120015
YFL044C,GO:0006355
YFL044C,GO:0006508
YFL044C,GO:0016579
YFL044C,GO:0030968
YFL044C,GO:0036503
YFL044C,GO:0005634
YFL044C,GO:0005737
YFL044C,GO:0004843
YFL044C,GO:0008234
YFL044C,GO:0008270
YFL044C,GO:0046872
YFL045C,GO:0006013
YFL045C,GO:0006487
YFL045C,GO:0008150
YFL045C,GO:0009298
YFL045C,GO:0005737
YFL045C,GO:0005829
YFL045C,GO:0010494
YFL045C,GO:0004615
YFL045C,GO:0016853
YFL045C,GO:0046872
YFL046W,GO:0033617
YFL046W,GO:2000214
YFL046W,GO:0005739
YFL046W,GO:0005743
YFL046W,GO:0016020
YFL046W,GO:0003674
YFL047W,GO:0007010
YFL047W,GO:0007264
YFL047W,GO:0035556
YFL047W,GO:0000935
YFL047W,GO:0005737
YFL047W,GO:0005886
YFL047W,GO:0005934
YFL047W,GO:0005935
YFL047W,GO:0032153
YFL047W,GO:0005096
YFL047W,GO:0030695
YFL048C,GO:0006888
YFL048C,GO:0000139
YFL048C,GO:0000329
YFL048C,GO:0005783
YFL048C,GO:0005789
YFL048C,GO:0005793
YFL048C,GO:0005794
YFL048C,GO:0016020
YFL048C,GO:0030134
YFL048C,GO:0005537
YFL048C,GO:0030246
YFL048C,GO:0097367
YFL049W,GO:0006325
YFL049W,GO:0006338
YFL049W,GO:0005634
YFL049W,GO:0005829
YFL049W,GO:0016514
YFL049W,GO:0016586
YFL049W,GO:0003674
YFL049W,GO:0031490
YFL050C,GO:0006812
YFL050C,GO:0010961
YFL050C,GO:0015693
YFL050C,GO:0055085
YFL050C,GO:1903830
YFL050C,GO:0005886
YFL050C,GO:0016020
YFL050C,GO:0071944
YFL050C,GO:0015095
YFL050C,GO:0022890
YFL051C,GO:0008150
YFL051C,GO:0005886
YFL051C,GO:0071944
YFL051C,GO:0003674
YFL052W,GO:0006355
YFL052W,GO:0045944
YFL052W,GO:0071361
YFL052W,GO:0005634
YFL052W,GO:0000977
YFL052W,GO:0000981
YFL052W,GO:0001228
YFL052W,GO:0003677
YFL052W,GO:0008270
YFL052W,GO:0046872
YFL053W,GO:0006071
YFL053W,GO:0016310
YFL053W,GO:0019563
YFL053W,GO:0019588
YFL053W,GO:0061610
YFL053W,GO:0005575
YFL053W,GO:0005829
YFL053W,GO:0004371
YFL053W,GO:0005524
YFL053W,GO:0016301
YFL053W,GO:0016773
YFL053W,GO:0050354
YFL054C,GO:0006833
YFL054C,GO:0015791
YFL054C,GO:0015793
YFL054C,GO:0055085
YFL054C,GO:0005886
YFL054C,GO:0016020
YFL054C,GO:0071944
YFL054C,GO:0015250
YFL054C,GO:0015254
YFL054C,GO:0015267
YFL055W,GO:0003333
YFL055W,GO:0006865
YFL055W,GO:0055085
YFL055W,GO:0005783
YFL055W,GO:0016020
YFL055W,GO:0015171
YFL058W,GO:0009228
YFL058W,GO:0009229
YFL058W,GO:0005575
YFL058W,GO:0003674
YFL058W,GO:0016740
YFL058W,GO:0046872
YFL059W,GO:0006520
YFL059W,GO:0008615
YFL059W,GO:0009228
YFL059W,GO:0042819
YFL059W,GO:0042823
YFL059W,GO:1901617
YFL059W,GO:0005575
YFL059W,GO:0016829
YFL059W,GO:0016843
YFL059W,GO:0036381
YFL060C,GO:0006541
YFL060C,GO:0008614
YFL060C,GO:0042823
YFL060C,GO:0005575
YFL060C,GO:0005829
YFL060C,GO:1903600
YFL060C,GO:0003674
YFL060C,GO:0004359
YFL060C,GO:0016787
YFL060C,GO:0016829
YFL060C,GO:0036381
YFL061W,GO:0018890
YFL061W,GO:0005575
YFL061W,GO:0008270
YFL061W,GO:0016829
YFL061W,GO:0018820
YFL062W,GO:0043328
YFL062W,GO:0000324
YFL062W,GO:0000329
YFL062W,GO:0005634
YFL062W,GO:0005737
YFL062W,GO:0005768
YFL062W,GO:0016020
YFL062W,GO:0003674
YFL064C,GO:0008150
YFL064C,GO:0005575
YFL064C,GO:0003674
YFL065C,GO:0008150
YFL065C,GO:0005575
YFL065C,GO:0003674
YFL066C,GO:0008150
YFL066C,GO:0005634
YFL066C,GO:0003674
YFL066C,GO:0003676
YFL066C,GO:0004386
YFL066C,GO:0005524
YFL066C,GO:0016787
YFL066C,GO:0016887
YFL067W,GO:0008150
YFL067W,GO:0005575
YFL067W,GO:0016020
YFL067W,GO:0003674
YFL068W,GO:0008150
YFL068W,GO:0005829
YFL068W,GO:0016020
YFL068W,GO:0003674
YFR001W,GO:0000055
YFR001W,GO:0000447
YFR001W,GO:0000472
YFR001W,GO:0000480
YFR001W,GO:0008298
YFR001W,GO:0017148
YFR001W,GO:0042254
YFR001W,GO:0042273
YFR001W,GO:0051028
YFR001W,GO:0005634
YFR001W,GO:0005730
YFR001W,GO:0005737
YFR001W,GO:0030687
YFR001W,GO:0101031
YFR001W,GO:0003729
YFR002W,GO:0000055
YFR002W,GO:0006606
YFR002W,GO:0006999
YFR002W,GO:0015031
YFR002W,GO:0016973
YFR002W,GO:0051028
YFR002W,GO:0005634
YFR002W,GO:0005643
YFR002W,GO:0016020
YFR002W,GO:0031965
YFR002W,GO:0044612
YFR002W,GO:0044615
YFR002W,GO:0017056
YFR003C,GO:0005977
YFR003C,GO:0006873
YFR003C,GO:0007094
YFR003C,GO:1900180
YFR003C,GO:0005634
YFR003C,GO:0004865
YFR003C,GO:0008157
YFR003C,GO:0072542
YFR004W,GO:0000266
YFR004W,GO:0006508
YFR004W,GO:0016559
YFR004W,GO:0016579
YFR004W,GO:0043161
YFR004W,GO:0043248
YFR004W,GO:1902906
YFR004W,GO:0000502
YFR004W,GO:0005634
YFR004W,GO:0005739
YFR004W,GO:0005829
YFR004W,GO:0008541
YFR004W,GO:0034515
YFR004W,GO:0004843
YFR004W,GO:0008234
YFR004W,GO:0008237
YFR004W,GO:0008270
YFR004W,GO:0046872
YFR004W,GO:0070628
YFR004W,GO:0140492
YFR005C,GO:0000245
YFR005C,GO:0000398
YFR005C,GO:0006397
YFR005C,GO:0008380
YFR005C,GO:0016579
YFR005C,GO:0005634
YFR005C,GO:0005681
YFR005C,GO:0004843
YFR005C,GO:0008270
YFR005C,GO:0046872
YFR006W,GO:0006508
YFR006W,GO:0008150
YFR006W,GO:0005737
YFR006W,GO:0016020
YFR006W,GO:0003674
YFR006W,GO:0008233
YFR006W,GO:0016787
YFR006W,GO:0030145
YFR006W,GO:0046872
YFR006W,GO:0070006
YFR007W,GO:0016310
YFR007W,GO:0005575
YFR007W,GO:0005737
YFR007W,GO:0005524
YFR007W,GO:0016301
YFR007W,GO:0016887
YFR008W,GO:0000321
YFR008W,GO:0005783
YFR008W,GO:0005829
YFR008W,GO:0003674
YFR009W,GO:0006417
YFR009W,GO:0006448
YFR009W,GO:0043335
YFR009W,GO:0022626
YFR009W,GO:0005524
YFR009W,GO:0016887
YFR010W,GO:0006508
YFR010W,GO:0016579
YFR010W,GO:0043161
YFR010W,GO:0072671
YFR010W,GO:1901799
YFR010W,GO:1904293
YFR010W,GO:0000502
YFR010W,GO:0005838
YFR010W,GO:0004843
YFR010W,GO:0008234
YFR010W,GO:0070628
YFR011C,GO:0042407
YFR011C,GO:0005737
YFR011C,GO:0005739
YFR011C,GO:0005743
YFR011C,GO:0044284
YFR011C,GO:0061617
YFR011C,GO:0003674
YFR012W,GO:0008150
YFR012W,GO:0005635
YFR012W,GO:0005886
YFR012W,GO:0016020
YFR012W,GO:0032153
YFR012W,GO:0035838
YFR012W,GO:0003674
YFR012W-A,GO:0008150
YFR012W-A,GO:0005575
YFR012W-A,GO:0003674
YFR013W,GO:0007062
YFR013W,GO:0005634
YFR013W,GO:0036436
YFR013W,GO:0003677
YFR013W,GO:0016887
YFR013W,GO:0031491
YFR014C,GO:0006468
YFR014C,GO:0007165
YFR014C,GO:0016310
YFR014C,GO:0034599
YFR014C,GO:0005737
YFR014C,GO:0004672
YFR014C,GO:0004674
YFR014C,GO:0004683
YFR014C,GO:0005516
YFR014C,GO:0005524
YFR014C,GO:0106310
YFR015C,GO:0005978
YFR015C,GO:0005737
YFR015C,GO:0005739
YFR015C,GO:0004373
YFR015C,GO:0016757
YFR016C,GO:0032233
YFR016C,GO:0005737
YFR016C,GO:0005933
YFR016C,GO:0005934
YFR016C,GO:0005935
YFR016C,GO:0003674
YFR017C,GO:0005978
YFR017C,GO:0045818
YFR017C,GO:0005737
YFR017C,GO:0004857
YFR018C,GO:0008150
YFR018C,GO:0005783
YFR018C,GO:0008270
YFR018C,GO:0016603
YFR018C,GO:0016746
YFR019W,GO:0007033
YFR019W,GO:0016310
YFR019W,GO:0046488
YFR019W,GO:0046854
YFR019W,GO:0000329
YFR019W,GO:0005737
YFR019W,GO:0005739
YFR019W,GO:0005768
YFR019W,GO:0005773
YFR019W,GO:0005774
YFR019W,GO:0010008
YFR019W,GO:0016020
YFR019W,GO:0070772
YFR019W,GO:0098588
YFR019W,GO:0000285
YFR019W,GO:0005524
YFR019W,GO:0008270
YFR019W,GO:0016301
YFR019W,GO:0032266
YFR019W,GO:0046872
YFR020W,GO:0008150
YFR020W,GO:0005576
YFR020W,GO:0005783
YFR020W,GO:0003674
YFR021W,GO:0000422
YFR021W,GO:0000425
YFR021W,GO:0006624
YFR021W,GO:0006914
YFR021W,GO:0015031
YFR021W,GO:0016236
YFR021W,GO:0030242
YFR021W,GO:0032258
YFR021W,GO:0034497
YFR021W,GO:0034727
YFR021W,GO:0044090
YFR021W,GO:0044804
YFR021W,GO:0045324
YFR021W,GO:0061723
YFR021W,GO:0061739
YFR021W,GO:0000329
YFR021W,GO:0000407
YFR021W,GO:0005737
YFR021W,GO:0005768
YFR021W,GO:0005773
YFR021W,GO:0005774
YFR021W,GO:0005829
YFR021W,GO:0010008
YFR021W,GO:0016020
YFR021W,GO:0034045
YFR021W,GO:0061908
YFR021W,GO:0070772
YFR021W,GO:0071944
YFR021W,GO:0032266
YFR021W,GO:0043130
YFR021W,GO:0070273
YFR021W,GO:0080025
YFR022W,GO:0000747
YFR022W,GO:0002092
YFR022W,GO:0070086
YFR022W,GO:0071444
YFR022W,GO:0005737
